ts,node,temp_c,hum,t_max,t_min,fault
2026-03-04 06:15:00,node-b,19.09,70.1,24.53,16.42,0
2026-03-04 06:15:00,node-c,19.29,62.5,24.88,16.78,0
2026-03-04 06:15:00,node-d,19.43,67.6,25.13,17.51,0
2026-03-04 06:15:00,node-e,20.04,54.4,26.25,17.94,0
2026-03-04 06:15:00,node-e,20.04,54.4,26.25,17.94,0
2026-03-04 06:15:00,node-f,22.12,60.5,26.48,18.36,0
2026-03-04 06:30:00,node-a,18.33,71.2,23.41,15.93,0
2026-03-04 06:30:00,node-b,17.71,62.4,24.53,16.42,0
2026-03-04 06:30:00,node-c,17.62,65.0,24.88,16.78,0
2026-03-04 06:30:00,node-d,19.44,72.9,25.13,17.51,0
2026-03-04 06:30:00,node-e,19.99,64.2,26.25,17.94,0
2026-03-04 06:30:00,node-f,21.11,65.1,26.48,18.36,0
2026-03-04 06:45:00,node-a,18.94,70.2,23.41,15.93,0
2026-03-04 06:45:00,node-b,18.21,77.3,24.53,16.42,0
2026-03-04 06:45:00,node-c,18.99,65.5,24.88,16.78,0
2026-03-04 06:45:00,node-d,19.09,63.4,25.13,17.51,0
2026-03-04 06:45:00,NODE-E,20.66,64.0,26.25,17.94,0
2026-03-04 06:45:00,node-f,19.99,58.5,26.48,18.36,0
2026-03-04 06:45:00,node-f,19.99,58.5,26.48,18.36,0
2026-03-04 07:00:00,node-a,17.68,75.9,23.41,15.93,0
2026-03-04 07:00:00,node-b,20.26,66.8,24.53,16.42,0
2026-03-04 07:00:00,node-c,20.09,72.0,24.88,16.78,0
2026-03-04 07:00:00, NODE-D ,20.53,63.8,25.13,17.51,0
2026-03-04 07:00:00,node-e,19.90,48.3,26.25,17.94,0
2026-03-04 07:00:00,node-f,21.27,59.8,26.48,18.36,1
2026-03-04 07:15:00,node-a,18.16,86.7,23.41,15.93,0
2026-03-04 07:15:00,node-b,18.91,67.8,24.53,16.42,0
2026-03-04 07:15:00,node-c,19.77,69.4,24.88,16.78,0
2026-03-04 07:15:00,node-d,20.19,71.6,25.13,17.51,0
2026-03-04 07:15:00,node-e,20.88,67.7,26.25,17.94,0
2026-03-04 07:15:00,node-f,21.09,60.8,26.48,18.36,0
2026-03-04 07:30:00,node-a,,57.0,23.41,15.93,0
2026-03-04 07:30:00,node-b,17.98,75.7,24.53,16.42,0
2026-03-04 07:30:00,node-c,20.48,61.5,24.88,16.78,0
2026-03-04 07:30:00,node-d,21.56,63.6,25.13,17.51,0
2026-03-04 07:30:00,node-d,21.56,63.6,25.13,17.51,0
2026-03-04 07:30:00,node-e,21.13,57.1,26.25,17.94,0
2026-03-04 07:30:00,node-f,21.74,,26.48,18.36,0
2026-03-04 07:45:00,node-a,19.37,,23.41,15.93,0
2026-03-04 07:45:00,NODE-B,20.24,70.4,24.53,16.42,0
2026-03-04 07:45:00,node-c,20.06,65.5,24.88,16.78,0
2026-03-04 07:45:00,node-d,19.66,68.2,25.13,17.51,0
2026-03-04 07:45:00,node-e,20.86,67.8,26.25,17.94,0
2026-03-04 07:45:00,node-f,21.52,67.6,26.48,18.36,0
2026-03-04 08:00:00, NODE-A ,19.57,63.4,23.41,15.93,0
2026-03-04 08:00:00,node-b,19.99,79.8,24.53,16.42,0
2026-03-04 08:00:00,node-c,,61.0,24.88,16.78,0
2026-03-04 08:00:00,node-d,20.34,71.1,25.13,17.51,0
2026-03-04 08:00:00,node-e,21.04,63.1,26.25,17.94,0
2026-03-04 08:00:00,node-f,21.84,59.1,26.48,18.36,0
2026-03-04 08:15:00,node-a,18.48,,23.41,15.93,0
2026-03-04 08:15:00,node-b,19.82,71.1,24.53,16.42,0
2026-03-04 08:15:00,node-c,19.51,64.6,24.88,16.78,0
2026-03-04 08:15:00,node-d,21.72,60.6,25.13,17.51,0
2026-03-04 08:15:00,node-e,22.29,54.8,26.25,17.94,0
2026-03-04 08:15:00,node-f ,22.64,47.7,26.48,18.36,1
2026-03-04 08:30:00,node-a,19.79,67.3,23.41,15.93,0
2026-03-04 08:30:00,node-b,20.38,62.7,24.53,16.42,0
2026-03-04 08:30:00,node-c,21.02,63.4,24.88,16.78,0
2026-03-04 08:30:00,node-d,20.35,58.1,25.13,17.51,0
2026-03-04 08:30:00,NODE-E,20.69,63.2,26.25,17.94,0
2026-03-04 08:30:00,node-f,21.85,67.7,26.48,18.36,0
2026-03-04 08:45:00,node-a,19.43,,23.41,15.93,0
2026-03-04 08:45:00,node-b,20.03,64.1,24.53,16.42,0
2026-03-04 08:45:00,node-c,21.30,54.2,24.88,16.78,0
2026-03-04 08:45:00,node-d,20.55,63.9,25.13,17.51,0
2026-03-04 08:45:00,node-e,21.82,,26.25,17.94,0
2026-03-04 08:45:00,node-f,22.41,48.7,26.48,18.36,1
2026-03-04 09:00:00,node-a,19.50,58.9,23.41,15.93,0
2026-03-04 09:00:00,node-b,20.54,67.5,24.53,16.42,0
2026-03-04 09:00:00,node-c,20.85,61.1,24.88,16.78,0
2026-03-04 09:00:00,node-d,20.81,64.3,25.13,17.51,0
2026-03-04 09:00:00,node-e,22.35,44.6,26.25,17.94,1
2026-03-04 09:00:00,node-f,21.67,55.0,26.48,18.36,1
2026-03-04 09:15:00,node-a,19.67,60.2,23.41,15.93,0
2026-03-04 09:15:00,node-b,20.19,60.2,24.53,16.42,0
2026-03-04 09:15:00,node-c ,20.71,69.9,24.88,16.78,0
2026-03-04 09:15:00,node-d,21.94,,25.13,17.51,0
2026-03-04 09:15:00,node-e,22.12,56.0,26.25,17.94,0
2026-03-04 09:15:00,node-f,21.30,51.6,26.48,18.36,1
2026-03-04 09:30:00,node-a,19.46,69.9,23.41,15.93,0
2026-03-04 09:30:00, NODE-B ,20.37,59.1,24.53,16.42,0
2026-03-04 09:30:00,node-c,21.87,66.8,24.88,16.78,0
2026-03-04 09:30:00,node-d,22.92,59.4,25.13,17.51,1
2026-03-04 09:30:00,node-e,22.11,58.8,26.25,17.94,0
2026-03-04 09:30:00,node-f,22.16,45.7,26.48,18.36,1
2026-03-04 09:45:00,node-a,20.29,62.5,23.41,15.93,0
2026-03-04 09:45:00,node-b,20.51,66.1,24.53,16.42,0
2026-03-04 09:45:00,node-c,22.12,63.1,24.88,16.78,0
2026-03-04 09:45:00,node-d,21.82,56.5,25.13,17.51,0
2026-03-04 09:45:00,node-e,23.37,61.6,26.25,17.94,1
2026-03-04 09:45:00,node-f,22.75,53.0,26.48,18.36,0
2026-03-04 10:00:00,node-a,20.03,53.6,23.41,15.93,0
2026-03-04 10:00:00,node-b,21.55,53.7,24.53,16.42,0
2026-03-04 10:00:00,node-c,21.97,63.3,24.88,16.78,0
2026-03-04 10:00:00,node-d,23.46,75.0,25.13,17.51,0
2026-03-04 10:00:00,node-e,22.07,68.4,26.25,17.94,0
2026-03-04 10:00:00,node-f ,22.02,48.3,26.48,18.36,0
2026-03-04 10:15:00,node-a,20.40,70.5,23.41,15.93,0
2026-03-04 10:15:00,node-b,21.14,65.0,24.53,16.42,0
2026-03-04 10:15:00,node-c,21.22,57.2,24.88,16.78,0
2026-03-04 10:15:00,node-d,21.44,53.9,25.13,17.51,0
2026-03-04 10:15:00, NODE-E ,23.67,63.5,26.25,17.94,0
2026-03-04 10:15:00,node-f,21.09,54.0,26.48,18.36,1
2026-03-04 10:30:00,node-a,20.12,63.0,23.41,15.93,0
2026-03-04 10:30:00,node-b,20.94,61.2,24.53,16.42,0
2026-03-04 10:30:00,node-c,22.28,41.4,24.88,16.78,1
2026-03-04 10:30:00,node-d,22.71,63.5,25.13,17.51,1
2026-03-04 10:30:00,node-e,22.72,47.5,26.25,17.94,1
2026-03-04 10:30:00,node-f,23.20,54.0,26.48,18.36,1
2026-03-04 10:45:00,node-a,19.44,64.4,23.41,15.93,0
2026-03-04 10:45:00,node-b,21.48,54.9,24.53,16.42,0
2026-03-04 10:45:00,node-c,20.94,62.8,24.88,16.78,0
2026-03-04 10:45:00,node-d,22.93,54.7,25.13,17.51,1
2026-03-04 10:45:00,node-e,24.26,54.5,26.25,17.94,1
2026-03-04 10:45:00,node-f,23.18,44.7,26.48,18.36,1
2026-03-04 11:00:00,node-a,20.75,66.7,23.41,15.93,0
2026-03-04 11:00:00,node-b,21.34,56.5,24.53,16.42,0
2026-03-04 11:00:00,NODE-C,21.94,53.2,24.88,16.78,0
2026-03-04 11:00:00,node-d,22.87,45.2,25.13,17.51,1
2026-03-04 11:00:00,node-e,23.51,54.0,26.25,17.94,0
2026-03-04 11:00:00,node-e,23.51,54.0,26.25,17.94,0
2026-03-04 11:00:00,node-f,24.25,,26.48,18.36,1
2026-03-04 11:00:00,node-f,24.25,,26.48,18.36,1
2026-03-04 11:15:00,node-a,21.50,62.8,23.41,15.93,0
2026-03-04 11:15:00, NODE-B ,20.04,,24.53,16.42,0
2026-03-04 11:15:00,node-c,22.51,56.7,24.88,16.78,0
2026-03-04 11:15:00,node-d,,58.5,25.13,17.51,1
2026-03-04 11:15:00,node-e,24.01,67.8,26.25,17.94,1
2026-03-04 11:15:00,node-f,24.37,50.6,26.48,18.36,1
2026-03-04 11:30:00,node-a,21.87,51.4,23.41,15.93,0
2026-03-04 11:30:00,node-b,22.04,61.4,24.53,16.42,0
2026-03-04 11:30:00,node-c,21.89,56.7,24.88,16.78,0
2026-03-04 11:30:00,node-d,23.00,65.2,25.13,17.51,1
2026-03-04 11:30:00,node-e,23.85,52.4,26.25,17.94,0
2026-03-04 11:30:00,node-f,24.30,48.1,26.48,18.36,1
2026-03-04 11:45:00,node-a,22.42,58.0,23.41,15.93,0
2026-03-04 11:45:00,node-b,23.55,60.6,24.53,16.42,0
2026-03-04 11:45:00,node-c,23.14,,24.88,16.78,0
2026-03-04 11:45:00,node-d,23.28,61.7,25.13,17.51,0
2026-03-04 11:45:00,node-e,25.95,47.2,26.25,17.94,1
2026-03-04 11:45:00,NODE-F,25.01,42.5,26.48,18.36,1
2026-03-04 12:00:00,node-a,21.05,51.7,23.41,15.93,0
2026-03-04 12:00:00,node-b,21.25,,24.53,16.42,0
2026-03-04 12:00:00,node-b,21.25,,24.53,16.42,0
2026-03-04 12:00:00,node-c,20.96,63.3,24.88,16.78,0
2026-03-04 12:00:00,node-c,20.96,63.3,24.88,16.78,0
2026-03-04 12:00:00,node-d,23.99,50.5,25.13,17.51,0
2026-03-04 12:00:00, NODE-E ,24.44,55.0,26.25,17.94,1
2026-03-04 12:00:00,node-f,24.16,46.1,26.48,18.36,1
2026-03-04 12:15:00,node-a,21.36,61.9,23.41,15.93,0
2026-03-04 12:15:00,node-b,22.43,59.3,24.53,16.42,0
2026-03-04 12:15:00,node-c,22.94,46.7,24.88,16.78,1
2026-03-04 12:15:00,node-d,24.83,51.1,25.13,17.51,1
2026-03-04 12:15:00,node-e,23.70,54.8,26.25,17.94,0
2026-03-04 12:15:00,node-f,25.16,,26.48,18.36,1
2026-03-04 12:30:00,node-a,22.16,62.2,23.41,15.93,0
2026-03-04 12:30:00,node-b,22.21,61.6,24.53,16.42,0
2026-03-04 12:30:00,node-c,,51.4,24.88,16.78,0
2026-03-04 12:30:00,node-d ,23.92,47.9,25.13,17.51,0
2026-03-04 12:30:00,node-e,23.05,64.2,26.25,17.94,0
2026-03-04 12:30:00,node-f,25.38,42.7,26.48,18.36,1
2026-03-04 12:45:00,node-a,20.30,,23.41,15.93,0
2026-03-04 12:45:00,node-b,23.18,46.9,24.53,16.42,1
2026-03-04 12:45:00,NODE-C,22.55,46.2,24.88,16.78,0
2026-03-04 12:45:00,node-d,22.96,54.0,25.13,17.51,0
2026-03-04 12:45:00,node-e,23.55,53.9,26.25,17.94,0
2026-03-04 12:45:00,node-f,25.62,44.6,26.48,18.36,1
2026-03-04 13:00:00,node-a,22.34,,23.41,15.93,0
2026-03-04 13:00:00,node-b,22.49,60.7,24.53,16.42,0
2026-03-04 13:00:00,node-c,23.05,56.6,24.88,16.78,0
2026-03-04 13:00:00,node-d,24.52,41.9,25.13,17.51,1
2026-03-04 13:00:00,node-e,24.19,52.3,26.25,17.94,1
2026-03-04 13:00:00,node-f,25.20,42.2,26.48,18.36,1
2026-03-04 13:15:00,node-a,21.37,67.6,23.41,15.93,0
2026-03-04 13:15:00,node-b,23.33,54.1,24.53,16.42,1
2026-03-04 13:15:00,node-c,22.21,59.7,24.88,16.78,0
2026-03-04 13:15:00,node-d,24.80,46.4,25.13,17.51,1
2026-03-04 13:15:00,node-e,25.25,40.7,26.25,17.94,1
2026-03-04 13:15:00,node-f,24.91,57.3,26.48,18.36,1
2026-03-04 13:30:00,node-a ,,59.3,23.41,15.93,0
2026-03-04 13:30:00,node-b,23.33,,24.53,16.42,0
2026-03-04 13:30:00,node-c,22.96,,24.88,16.78,0
2026-03-04 13:30:00,node-d,22.49,52.3,25.13,17.51,0
2026-03-04 13:30:00,node-e,25.11,44.0,26.25,17.94,1
2026-03-04 13:30:00, NODE-F ,24.99,44.2,26.48,18.36,1
2026-03-04 13:45:00,node-a,22.80,60.3,23.41,15.93,0
2026-03-04 13:45:00,node-b,21.48,47.0,24.53,16.42,0
2026-03-04 13:45:00,node-c,22.51,59.1,24.88,16.78,0
2026-03-04 13:45:00,node-d,,51.2,25.13,17.51,0
2026-03-04 13:45:00,node-e,24.68,47.0,26.25,17.94,1
2026-03-04 13:45:00,node-f,25.30,40.8,26.48,18.36,1
2026-03-04 14:00:00,node-a,21.82,53.1,23.41,15.93,0
2026-03-04 14:00:00,node-b,22.82,48.5,24.53,16.42,0
2026-03-04 14:00:00,node-c,24.58,57.6,24.88,16.78,1
2026-03-04 14:00:00,node-d,22.86,41.1,25.13,17.51,0
2026-03-04 14:00:00,node-e,23.92,56.6,26.25,17.94,0
2026-03-04 14:00:00,node-f,25.41,39.0,26.48,18.36,1
2026-03-04 14:15:00,node-a,22.00,61.5,23.41,15.93,0
2026-03-04 14:15:00,node-b,22.95,42.5,24.53,16.42,1
2026-03-04 14:15:00,node-c,,51.7,24.88,16.78,0
2026-03-04 14:15:00,node-d ,23.65,59.9,25.13,17.51,0
2026-03-04 14:15:00,node-e,25.25,47.1,26.25,17.94,1
2026-03-04 14:15:00,node-f,26.01,49.9,26.48,18.36,1
2026-03-04 14:30:00,node-a,22.13,64.0,23.41,15.93,0
2026-03-04 14:30:00,node-b,23.05,57.4,24.53,16.42,0
2026-03-04 14:30:00, NODE-C ,22.71,56.3,24.88,16.78,0
2026-03-04 14:30:00,node-d,24.20,56.3,25.13,17.51,1
2026-03-04 14:30:00,node-e,24.75,57.5,26.25,17.94,1
2026-03-04 14:30:00,node-f,25.64,43.3,26.48,18.36,1
2026-03-04 14:45:00,node-a,21.81,57.4,23.41,15.93,0
2026-03-04 14:45:00,node-b,23.34,58.5,24.53,16.42,1
2026-03-04 14:45:00,node-c,23.99,49.7,24.88,16.78,1
2026-03-04 14:45:00,node-c,23.99,49.7,24.88,16.78,1
2026-03-04 14:45:00,node-d,24.47,45.0,25.13,17.51,0
2026-03-04 14:45:00,node-e,25.12,52.0,26.25,17.94,1
2026-03-04 14:45:00,node-f,25.78,40.2,26.48,18.36,1
2026-03-04 15:00:00,node-a,21.01,,23.41,15.93,0
2026-03-04 15:00:00,node-b,24.23,46.6,24.53,16.42,1
2026-03-04 15:00:00,node-c,23.48,48.9,24.88,16.78,0
2026-03-04 15:00:00,node-d,24.01,47.7,25.13,17.51,1
2026-03-04 15:00:00,node-e,22.69,48.0,26.25,17.94,1
2026-03-04 15:00:00,node-f,26.15,28.0,26.48,18.36,1
2026-03-04 15:15:00,NODE-A,,75.3,23.41,15.93,0
2026-03-04 15:15:00,node-b,22.35,46.7,24.53,16.42,1
2026-03-04 15:15:00,node-c,23.47,47.5,24.88,16.78,0
2026-03-04 15:15:00,node-d,24.34,51.6,25.13,17.51,1
2026-03-04 15:15:00,node-e,25.09,42.0,26.25,17.94,1
2026-03-04 15:15:00, NODE-F ,24.57,49.2,26.48,18.36,1
2026-03-04 15:30:00,node-a,22.88,50.4,23.41,15.93,0
2026-03-04 15:30:00,node-b,22.81,53.4,24.53,16.42,0
2026-03-04 15:30:00,node-c,23.92,46.1,24.88,16.78,1
2026-03-04 15:30:00,node-d,24.22,55.2,25.13,17.51,1
2026-03-04 15:30:00,node-e,24.08,50.3,26.25,17.94,1
2026-03-04 15:30:00,node-f,25.21,37.3,26.48,18.36,1
2026-03-04 15:45:00,node-a,22.33,53.0,23.41,15.93,0
2026-03-04 15:45:00,node-b,23.11,54.0,24.53,16.42,0
2026-03-04 15:45:00,node-c,24.42,45.8,24.88,16.78,1
2026-03-04 15:45:00,node-d,23.69,36.2,25.13,17.51,1
2026-03-04 15:45:00,node-e,24.79,40.9,26.25,17.94,1
2026-03-04 15:45:00,node-f,25.47,48.9,26.48,18.36,1
2026-03-04 16:00:00,node-a,21.93,52.3,23.41,15.93,0
2026-03-04 16:00:00,node-b,21.84,47.3,24.53,16.42,0
2026-03-04 16:00:00,node-c,23.90,57.0,24.88,16.78,1
2026-03-04 16:00:00,NODE-D,23.80,54.6,25.13,17.51,1
2026-03-04 16:00:00,node-e,25.22,49.8,26.25,17.94,1
2026-03-04 16:00:00,node-f,24.16,52.2,26.48,18.36,1
2026-03-04 16:15:00,node-a,21.70,61.1,23.41,15.93,0
2026-03-04 16:15:00,node-a,21.70,61.1,23.41,15.93,0
2026-03-04 16:15:00,node-b,22.32,51.3,24.53,16.42,0
2026-03-04 16:15:00, NODE-C ,23.89,46.3,24.88,16.78,1
2026-03-04 16:15:00,node-d,23.66,36.7,25.13,17.51,1
2026-03-04 16:15:00,node-e,25.05,54.3,26.25,17.94,1
2026-03-04 16:15:00,node-f,24.53,40.3,26.48,18.36,1
2026-03-04 16:30:00,node-a,21.30,58.5,23.41,15.93,0
2026-03-04 16:30:00,node-b,22.04,51.1,24.53,16.42,0
2026-03-04 16:30:00,node-c,23.35,47.5,24.88,16.78,1
2026-03-04 16:30:00,node-d,23.54,49.2,25.13,17.51,1
2026-03-04 16:30:00,node-e,23.96,50.4,26.25,17.94,1
2026-03-04 16:30:00,node-f,26.18,42.1,26.48,18.36,1
2026-03-04 16:45:00,node-a,22.23,56.4,23.41,15.93,0
2026-03-04 16:45:00,node-b ,22.95,45.2,24.53,16.42,0
2026-03-04 16:45:00,node-c,23.76,,24.88,16.78,1
2026-03-04 16:45:00,node-d,23.62,57.5,25.13,17.51,0
2026-03-04 16:45:00,node-e,24.88,45.7,26.25,17.94,1
2026-03-04 16:45:00,node-f,24.67,38.3,26.48,18.36,1
2026-03-04 17:00:00,NODE-A,21.96,38.6,23.41,15.93,0
2026-03-04 17:00:00,node-b,21.10,42.7,24.53,16.42,0
2026-03-04 17:00:00,node-b,21.10,42.7,24.53,16.42,0
2026-03-04 17:00:00,node-c,23.65,62.0,24.88,16.78,1
2026-03-04 17:00:00,node-d,23.83,49.2,25.13,17.51,0
2026-03-04 17:00:00,node-e,24.45,58.5,26.25,17.94,1
2026-03-04 17:00:00,node-f,25.71,48.5,26.48,18.36,1
2026-03-04 17:15:00,node-a,23.11,44.4,23.41,15.93,0
2026-03-04 17:15:00,node-b,22.35,60.2,24.53,16.42,0
2026-03-04 17:15:00,node-c,23.02,53.5,24.88,16.78,0
2026-03-04 17:15:00,node-d,23.83,47.8,25.13,17.51,1
2026-03-04 17:15:00,node-e,24.21,56.5,26.25,17.94,1
2026-03-04 17:15:00,node-f,23.94,41.8,26.48,18.36,1
2026-03-04 17:30:00,node-a,22.18,,23.41,15.93,0
2026-03-04 17:30:00,node-b,22.50,52.5,24.53,16.42,1
2026-03-04 17:30:00,node-c,22.15,58.0,24.88,16.78,0
2026-03-04 17:30:00,node-c,22.15,58.0,24.88,16.78,0
2026-03-04 17:30:00,node-d,23.58,49.3,25.13,17.51,1
2026-03-04 17:30:00,node-e ,23.75,47.0,26.25,17.94,1
2026-03-04 17:30:00,node-f,,55.8,26.48,18.36,1
2026-03-04 17:45:00,node-a,,57.5,23.41,15.93,0
2026-03-04 17:45:00,node-b,21.59,65.5,24.53,16.42,0
2026-03-04 17:45:00,node-c,22.40,62.1,24.88,16.78,0
2026-03-04 17:45:00, NODE-D ,24.56,46.8,25.13,17.51,1
2026-03-04 17:45:00,node-e,23.24,53.4,26.25,17.94,1
2026-03-04 17:45:00,node-f,24.09,56.7,26.48,18.36,1
